Priority,Store name,Category,Original category,Rating,Review count,Address,Phone,Google Maps URL,Source keywords,Why relevant / caution,Email / contact page,Website,Instagram,Outreach status,Notes,Source files
C,Leica Store and Gallery Sydney,Camera store,相機專賣店,4.3,(107),"Shops 40-44, Level 2, QVB, 455 George St",+61 2 9264 7098,https://www.google.com/maps/place/Leica+Store+and+Gallery+Sydney/data=!4m7!3m6!1s0x6b12ae3e8eeaad67:0xbe022be3cc48dfc6!8m2!3d-33.8721139!4d151.206738!16s%2Fg%2F11cssz8jbq!19sChIJZ63qjj6uEmsRxt9IzOMrAr4?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store, vintage camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv, vintage camera store Sydney.csv"
C,Charing Cross Photo & Framing,畫框專賣店,畫框專賣店,4.3,(38),263 Bronte Rd,+61 2 9369 5783,https://www.google.com/maps/place/Charing+Cross+Photo+%26+Framing/data=!4m7!3m6!1s0x6b12b20aef8c902b:0x50478efe472e692e!8m2!3d-33.901959!4d151.2543498!16s%2Fg%2F1xpwjykh!19sChIJK5CM7wqyEmsRLmkuR_6OR1A?authuser=0&hl=zh-TW&rclk=1,film camera store,Needs manual check before outreach; Appeared in film/used/vintage search,,,,,,film camera store Sydney.csv
C,Analogue Garage,二手店,二手店,4.3,(12),57 Hereford St,+61 406 677 050,https://www.google.com/maps/place/Analogue+Garage/data=!4m7!3m6!1s0x6b12a543c026ab79:0x2165d86e5891167f!8m2!3d-33.880562!4d151.1816743!16s%2Fg%2F11g0t8vp32!19sChIJeasmwEOlEmsRfxaRWG7YZSE?authuser=0&hl=zh-TW&rclk=1,"film camera store, used camera store",Needs manual check before outreach; Appeared in film/used/vintage search,,,,,,"film camera store Sydney.csv, used camera store Sydney.csv"
C,Georges Cameras,Camera store,相機專賣店,4.2,"(3,663)",387 George St,+61 2 9299 0177,https://www.google.com/maps/place/Georges+Cameras/data=!4m7!3m6!1s0x6b12ae3f0d0b2d69:0x7e00f02e18a3ada8!8m2!3d-33.8694926!4d151.2068063!16s%2Fg%2F1hc1y2rbg!19sChIJaS0LDT-uEmsRqK2jGC7wAH4?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store, vintage camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv, vintage camera store Sydney.csv"
C,JB Hi-Fi City - World Square,Camera store,相機專賣店,4.2,"(3,104)","World Square Shopping Centre Store 9.42, Lower Ground Level, 644 George St",+61 2 9307 0600,https://www.google.com/maps/place/JB+Hi-Fi+City+-+World+Square/data=!4m7!3m6!1s0x6b12ae3cc9d8039b:0xaf10b3d06460919f!8m2!3d-33.8774582!4d151.2072834!16s%2Fg%2F1tk6_nmp!19sChIJmwPYyTyuEmsRn5FgZNCzEK8?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv"
C,JB Hi-Fi City - Strand Arcade Pitt St Mall,Camera store,相機專賣店,4.2,"(2,440)",412-414 George St,+61 2 9928 7200,https://www.google.com/maps/place/JB+Hi-Fi+City+-+Strand+Arcade+Pitt+St+Mall/data=!4m7!3m6!1s0x6b12ae3f74e15c2f:0x13b8511cef54f651!8m2!3d-33.8694487!4d151.2076488!16s%2Fg%2F1vvr6cbv!19sChIJL1zhdD-uEmsRUfZU7xxRuBM?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv"
C,JB Hi-Fi City - Westfield Sydney,Camera store,相機專賣店,4.2,"(2,268)","Westfield Sydney Shopping Centre Store 6010, Level 6 Corner Pitt &, Market St",+61 2 9928 7000,https://www.google.com/maps/place/JB+Hi-Fi+City+-+Westfield+Sydney/data=!4m7!3m6!1s0x6b12ae3fb22b805d:0x290a41398b3cfd22!8m2!3d-33.8696581!4d151.208421!16s%2Fg%2F1tv2495j!19sChIJXYArsj-uEmsRIv08izlBCik?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv"
C,JB Hi-Fi City - Galeries,Camera store,相機專賣店,4.2,"(1,781)","The Galeries, Store Rlg23/500 George St",+61 2 9307 1400,https://www.google.com/maps/place/JB+Hi-Fi+City+-+Galeries/data=!4m7!3m6!1s0x6b12ae3e5fda3c47:0x59439406665adc9c!8m2!3d-33.8725576!4d151.2073138!16s%2Fg%2F1vc6dkbb!19sChIJRzzaXz6uEmsRnNxaZgaUQ1k?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv"
C,JB Hi-Fi Brookvale,Camera store,相機專賣店,4.2,"(1,179)","Westfield Warringah Mall Shopping Centre Store 191, Level 1 Corner Condamine Street &, Old Pittwater Rd",+61 2 8976 2600,https://www.google.com/maps/place/JB+Hi-Fi+Brookvale/data=!4m7!3m6!1s0x6b12aa457c007c09:0x68eae2560403280f!8m2!3d-33.7683918!4d151.2646623!16s%2Fg%2F1thx_z3l!19sChIJCXwAfEWqEmsRDygDBFbi6mg?authuser=0&hl=zh-TW&rclk=1,film camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,film camera store Sydney.csv
C,JB Hi-Fi North Sydney,Camera store,相機專賣店,4.2,"(1,123)",99 Mount St,+61 2 8918 6700,https://www.google.com/maps/place/JB+Hi-Fi+North+Sydney/data=!4m7!3m6!1s0x6b12aef294333b37:0x5562c1e2f611a545!8m2!3d-33.8392895!4d151.2085324!16s%2Fg%2F124sy52ng!19sChIJNzszlPKuEmsRRaUR9uLBYlU?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv"
C,Bing Lee Campbelltown,Camera store,相機專賣店,4.2,(447),6/24 Blaxland Rd,+61 2 9781 3157,https://www.google.com/maps/place/Bing+Lee+Campbelltown/data=!4m7!3m6!1s0x6b12eef5d8eba8e5:0x5bbd9a8d13840944!8m2!3d-34.0588381!4d150.816884!16s%2Fg%2F11bwn60923!19sChIJ5ajr2PXuEmsRRAmEE42avVs?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Bing Lee Rockdale,Camera store,相機專賣店,4.2,(314),"Shop 3 Mezzanine Level, 1 Rockdale Plaza Dr",+61 2 9781 3160,https://www.google.com/maps/place/Bing+Lee+Rockdale/data=!4m7!3m6!1s0x6b12b755e89df4d9:0x6826d289683186d2!8m2!3d-33.9576045!4d151.1397923!16s%2Fg%2F1td7ngnb!19sChIJ2fSd6FW3EmsR0oYxaInSJmg?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,RYDA DOT COM,Camera store,相機專賣店,4.2,(305),730-738 Parramatta Rd,+61 2 9568 8888,https://www.google.com/maps/place/RYDA+DOT+COM/data=!4m7!3m6!1s0x6b12b00dcdb9d5e9:0xafb70163d9d6aa75!8m2!3d-33.889999!4d151.149287!16s%2Fg%2F1hc528b_h!19sChIJ6dW5zQ2wEmsRdarW2WMBt68?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv"
C,Jaycar Electronics Sydney City,電器舖,電器舖,4.2,(191),"Opposite Qvb, Opposite QVB, 127 York St",+61 2 9267 1614,https://www.google.com/maps/place/Jaycar+Electronics+Sydney+City/data=!4m7!3m6!1s0x6b12ae3e9353b7bb:0x10e713ac49fdadf4!8m2!3d-33.8719051!4d151.2062828!16s%2Fg%2F1v42fz6q!19sChIJu7dTkz6uEmsR9K39SawT5xA?authuser=0&hl=zh-TW&rclk=1,camera accessories,Needs manual check before outreach,,,,,,camera accessories Sydney.csv
C,JB Hi-Fi Homebush HOME,Camera store,相機專賣店,4.1,"(2,699)","Homebush Direct Factory Outlet, Store 2 - 007/3-5 Underwood Rd",+61 2 8575 8300,https://www.google.com/maps/place/JB+Hi-Fi+Homebush+HOME/data=!4m7!3m6!1s0x6b12bb3354075b4d:0xc1622b6e2ac62025!8m2!3d-33.8550111!4d151.07675!16s%2Fg%2F11b8b335jq!19sChIJTVsHVDO7EmsRJSDGKm4rYsE?authuser=0&hl=zh-TW&rclk=1,film camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,film camera store Sydney.csv
C,JB Hi-Fi Bondi,Camera store,相機專賣店,4.1,"(1,942)","Westfield, Store 2026-2028, Level 2/500 Oxford St",+61 2 9386 8000,https://www.google.com/maps/place/JB+Hi-Fi+Bondi/data=!4m7!3m6!1s0x6b12adf14b7e68b9:0x805fb4b0b5f712fc!8m2!3d-33.8928252!4d151.2499869!16s%2Fg%2F1tsykbhz!19sChIJuWh-S_GtEmsR_BL3tbC0X4A?authuser=0&hl=zh-TW&rclk=1,film camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,film camera store Sydney.csv
C,JB Hi-Fi Castle Towers,Camera store,相機專賣店,4.1,"(1,899)",6-14 Castle St,+61 2 8853 0100,https://www.google.com/maps/place/JB+Hi-Fi+Castle+Towers/data=!4m7!3m6!1s0x6b12a10eb489d9c9:0x21419ea624beaa67!8m2!3d-33.7305426!4d151.0067541!16s%2Fg%2F1pv60lhky!19sChIJydmJtA6hEmsRZ6q-JKaeQSE?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,JB Hi-Fi Roselands,Camera store,相機專賣店,4.1,"(1,877)","Roselands Shopping Centre, M202/24 Roselands Dr",+61 2 9784 3800,https://www.google.com/maps/place/JB+Hi-Fi+Roselands/data=!4m7!3m6!1s0x6b12bbe01c951ccf:0x1042a19eff56e165!8m2!3d-33.9343068!4d151.0696061!16s%2Fg%2F1yghb7krq!19sChIJzxyVHOC7EmsRZeFW_56hQhA?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,JB Hi-Fi Chatswood Westfield,Camera store,相機專賣店,4.1,"(1,719)",Store 500 Anderson St,+61 2 8918 7400,https://www.google.com/maps/place/JB+Hi-Fi+Chatswood+Westfield/data=!4m7!3m6!1s0x6b12a8d6a2a038d7:0xba6ba442bb0b86d!8m2!3d-33.7972649!4d151.1840375!16s%2Fg%2F1w112bdy!19sChIJ1zigotaoEmsRbbiwK0S6pgs?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,digiDirect Sydney,Camera store,相機專賣店,4.1,"(1,369)",Shop 3/75 King St,+61 2 8235 9600,https://www.google.com/maps/place/digiDirect+Sydney/data=!4m7!3m6!1s0x6b12ae3f6f7aa6cf:0xb118e857485d3a34!8m2!3d-33.8687464!4d151.2063756!16s%2Fg%2F1wfvmtb2!19sChIJz6Z6bz-uEmsRNDpdSFfoGLE?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store, vintage camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv, vintage camera store Sydney.csv"
C,Ted's World Of Imaging,Camera store,相機專賣店,4.1,(848),317 Pitt St,+61 2 9264 1687,https://www.google.com/maps/place/Ted%27s+World+Of+Imaging/data=!4m7!3m6!1s0x6b12ae3dd08a9f7b:0x332153866339f9bb!8m2!3d-33.8739629!4d151.2078981!16s%2Fg%2F1tf60fp8!19sChIJe5-K0D2uEmsRu_k5Y4ZTITM?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store, used camera store, vintage camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv, used camera store Sydney.csv, vintage camera store Sydney.csv"
C,Bing Lee Blacktown,Camera store,相機專賣店,4.1,(308),"Blacktown Mega Centre, 3B/4B St Martins Cres",+61 2 9781 3134,https://www.google.com/maps/place/Bing+Lee+Blacktown/data=!4m7!3m6!1s0x6b1298507cc585b3:0x9911178cd06cec2!8m2!3d-33.7811803!4d150.9191458!16s%2Fg%2F1tnpfl6d!19sChIJs4XFfFCYEmsRws4GzXgRkQk?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Camera House - Narellan,Camera store,相機專賣店,4.1,(201),2/28 Somerset Ave,+61 418 511 211,https://www.google.com/maps/place/Camera+House+-+Narellan/data=!4m7!3m6!1s0x6b12f1d4345077e9:0x529deebbb7bd995d!8m2!3d-34.0419998!4d150.7394994!16s%2Fg%2F11sgbdtlyz!19sChIJ6XdQNNTxEmsRXZm9t7vunVI?authuser=0&hl=zh-TW&rclk=1,"film camera store, used camera store, vintage camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"film camera store Sydney.csv, used camera store Sydney.csv, vintage camera store Sydney.csv"
C,Camera House - Penrith,Camera store,相機專賣店,4.1,(134),"Westfield Shopping Centre, Shop 33/585 High St",+61 2 4732 2591,https://www.google.com/maps/place/Camera+House+-+Penrith/data=!4m7!3m6!1s0x6b12858ebed3153d:0x602c14660e9d6fbc!8m2!3d-33.7509436!4d150.6920712!16s%2Fg%2F1hjgrt4jj!19sChIJPRXTvo6FEmsRvG-dDmYULGA?authuser=0&hl=zh-TW&rclk=1,"film camera store, used camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"film camera store Sydney.csv, used camera store Sydney.csv"
C,JB Hi-Fi Parramatta Westfield,Camera store,相機專賣店,4.0,"(5,050)","Westfield Parramatta Shopping Centre, Store 5057b/159-175 Church St",+61 2 8633 2600,https://www.google.com/maps/place/JB+Hi-Fi+Parramatta+Westfield/data=!4m7!3m6!1s0x6b12a32042e8f7d5:0x4028aea1e79a43aa!8m2!3d-33.8167682!4d151.0016319!16s%2Fg%2F1tj2j12t!19sChIJ1ffoQiCjEmsRqkOa56GuKEA?authuser=0&hl=zh-TW&rclk=1,"film camera store, used camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"film camera store Sydney.csv, used camera store Sydney.csv"
C,JB Hi-Fi Broadway,Camera store,相機專賣店,4.0,"(2,639)","The Broadway Shopping Centre, Store 207, Level 2/1 Bay St",+61 2 9212 8500,https://www.google.com/maps/place/JB+Hi-Fi+Broadway/data=!4m7!3m6!1s0x6b12ae29bb0e2ced:0xd43aba7c11d26a4d!8m2!3d-33.88413!4d151.1946698!16s%2Fg%2F1jgl_q4m9!19sChIJ7SwOuymuEmsRTWrSEXy6OtQ?authuser=0&hl=zh-TW&rclk=1,camera accessories,"Large chain / official store, slower purchasing process; Camera-related category",,,,,,camera accessories Sydney.csv
C,CeX,電器舖,電器舖,4.0,(266),"Bankstown Central, Shop SP157/1 North Terrace",+61 1300 233 327,https://www.google.com/maps/place/CeX/data=!4m7!3m6!1s0x6b12bc0f841d6e5b:0xb4194f329583c193!8m2!3d-33.9167971!4d151.037568!16s%2Fg%2F1q5gjd5v1!19sChIJW24dhA-8EmsRk8GDlTJPGbQ?authuser=0&hl=zh-TW&rclk=1,used camera store,Needs manual check before outreach; Appeared in film/used/vintage search,,,,,,used camera store Sydney.csv
C,Bing Lee Carlingford,Camera store,相機專賣店,3.9,(411),Shop 95a/801-809 Pennant Hills Rd,+61 2 9781 3135,https://www.google.com/maps/place/Bing+Lee+Carlingford/data=!4m7!3m6!1s0x6b12a6ae18aafa85:0x8cfac333bf205f62!8m2!3d-33.7763004!4d151.0528597!16s%2Fg%2F1tgdt8yb!19sChIJhfqqGK6mEmsRYl8gvzPD-ow?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Bing Lee Casula,Camera store,相機專賣店,3.9,(408),"Crossroads Homemakers Centre, 10B Parkers Farm Pl",+61 2 9781 3155,https://www.google.com/maps/place/Bing+Lee+Casula/data=!4m7!3m6!1s0x6b1294b694e7b9b1:0xd0035156d54696bb!8m2!3d-33.9579998!4d150.8814994!16s%2Fg%2F1tfqljnz!19sChIJsbnnlLaUEmsRu5ZG1VZRA9A?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Bing Lee Mount Druitt,Camera store,相機專賣店,3.9,(252),Shop MB2A/2770 Luxford Rd,+61 2 9781 3137,https://www.google.com/maps/place/Bing+Lee+Mount+Druitt/data=!4m7!3m6!1s0x6b129a5c0cc3b6df:0xb9030a1b3bde52f4!8m2!3d-33.7673351!4d150.8174645!16s%2Fg%2F11bwl3wb1r!19sChIJ37bDDFyaEmsR9FLeOxsKA7k?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Bing Lee Liverpool,Camera store,相機專賣店,3.8,(262),"The Grove Homemaker Centre Shop R31 2, 18 Orange Grove Rd",+61 2 9781 3150,https://www.google.com/maps/place/Bing+Lee+Liverpool/data=!4m7!3m6!1s0x6b1295b8c60e41e3:0xd3ca0b11fe81f6c5!8m2!3d-33.9065718!4d150.9204039!16s%2Fg%2F1w96gwzb!19sChIJ40EOxriVEmsRxfaB_hELytM?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Bing Lee Burwood,Camera store,相機專賣店,3.7,(489),103 Burwood Rd,+61 2 9781 3127,https://www.google.com/maps/place/Bing+Lee+Burwood/data=!4m7!3m6!1s0x6b12badb6c9c4f6d:0x2eed735d45a95713!8m2!3d-33.8764295!4d151.1037283!16s%2Fg%2F1w0r01md!19sChIJbU-cbNu6EmsRE1epRV1z7S4?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Harvey Norman 2nds World Auburn,Camera store,相機專賣店,3.6,(646),103-123 Parramatta Rd,+61 2 9748 4898,https://www.google.com/maps/place/Harvey+Norman+2nds+World+Auburn/data=!4m7!3m6!1s0x6b12a3361a90f429:0x61c08aa4ddb39432!8m2!3d-33.8436048!4d151.0413835!16s%2Fg%2F1vnrqrv7!19sChIJKfSQGjajEmsRMpSz3aSKwGE?authuser=0&hl=zh-TW&rclk=1,used camera store,"Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,used camera store Sydney.csv
C,Camera House - Castle Hill,Camera store,相機專賣店,3.6,(161),Shop 250A/6 Castle St,+61 2 9894 5006,https://www.google.com/maps/place/Camera+House+-+Castle+Hill/data=!4m7!3m6!1s0x6b12a10c0050146b:0x4f216dc34df00a4!8m2!3d-33.7291913!4d151.0068116!16s%2Fg%2F11h0vrykp!19sChIJaxRQAAyhEmsRpADfNNwW8gQ?authuser=0&hl=zh-TW&rclk=1,"camera accessories, film camera store","Large chain / official store, slower purchasing process; Camera-related category; Appeared in film/used/vintage search",,,,,,"camera accessories Sydney.csv, film camera store Sydney.csv"
D,Myer Bankstown,Department store,百貨公司,3.9,"(1,363)",North Terrace,1300 112 460,https://www.google.com/maps/place/Myer+Bankstown/data=!4m7!3m6!1s0x6b12bc0f777cf3e3:0xc38a3da0a330ae34!8m2!3d-33.916306!4d151.039589!16s%2Fg%2F1tdy4mlx!19sChIJ4_N8dw-8EmsRNK4wo6A9isM?authuser=0&hl=zh-TW&rclk=1,vintage camera store,"Lower fit for first outreach: department store, repair, rental, or generic photo service; Appeared in film/used/vintage search",,,,,,vintage camera store Sydney.csv
